ID,Title,Abstract,Date Published,Tags,DOI,URL,Contributors,Provider
E00F6-DE5-8C7,Prevention of Pornographic Addiction: An Islamic Psychology Perspective,"Pornographic Addiction (PA) observed a wave of articles in the last several years, researchers are documenting the consequences of pornography on the diverse spectrum of the functioning of an individual. However, the consequences of pornography are a much-debated issue and research is inconclusive in this respect whether it causes problems like attention deficit, decreased memory, less integration, low self-esteem or heightened sense of gratification, increase in sexual knowledge, sexual satisfaction, and academic performance. The least research has been done to advance PA treatment because American Psychological Association’s unclear stand on pornography. However, some researchers suggested different therapies, but all those therapies are criticized as methodologically flawed, with fewer sample sizes and sample homogeneity. Islamic Psychology (IP) can provide an effective method of treatment in regard to PA when Western theories failed to do so. The paper extracted the preventive approach from primary sources of IP which is based on the psychological concept of Foot in the Door Technique of Freedman.",2024-06-09T22:43:38.577789+00:00,"pornography,islamic psychology,porn addiction",,,Mohammad Hashim,psyarxiv
E0190-06C-F6A,Deepfake Detection in Super-Recognizers and Police Officers,"The present study is the first empirical investigation of the relationshion between human deepfake detection performance (DDP) and individuals' face identity processing ability. Using videos from the Deepfake Detection Challenge, we investigated DDP in two unique observer groups: Super-Recognizers (SRs) and ""normal"" officers from within the 18K members of the Berlin Police. SRs were identified either via previously proposed lab-based procedures or the only existing tool for SR identification involving increasingly challenging, authentic forensic material: the Berlin Test For Super-Recognizer Identification (beSure®). Participants judged either pairs of videos, or single videos in a 2-alternative forced-choice decision setting (i.e., which of the pair, or whether a single video was a deepfake or not). We explored speed-accuracy trade-offs, compared DDP between lab-identified SRs and non-SRs, and police officers as a function of their independently measured face identity processing (FIP) ability. Interestingly, we found no relationship between DDP and FIP ability. Further work using static deepfakes created with current state-of-the-art generative models is needed to determine the value of SR deployment for deepfake detection in law enforcement.",2024-01-13T20:21:39.496175+00:00,"law enforcement,policing,super-recognizers,deepfake detection,facial identity processing",,,"Matthew J Vowels, Matthew Groh, Meike Ramon",psyarxiv
E00AC-E71-F58,"Porn Consumption, Personality, and Attitudes Towards Sexual Violence","The aim of this working paper is to examine how the consumption of violent pornography leads to the development of attitudes towards sexual violence. Drawing from Gerbner’s cultivation theory, this paper proposes a micro-level analysis of the individual. Through the analysis of the theory, this paper investigates how the act of sexual violence is a learned social behavior, often facilitated through media sources such as pornography, and how it is reinforced in society through the normalization and constant performance of such practices. Further, this paper explores the moderating role of three personal dispositions: sub-clinical psychopathy, aggression, and social desirability.",2021-12-10T20:16:35.766865+00:00,"cultivation theory,psychopathy,sexual violence,porn,aggression",,,"Siddharth Garg, Nikita Khatri, Sushma Suri",psyarxiv
E00E5-A00-48F,Investigating relationships between moral foundations and support for revenge,"Revenge is a complex phenomenon that has long attracted attention from scholars across
disciplines. In two pre-registered studies, we applied insights from moral foundations theory to
examine how moral values are associated with attitudes toward revenge. In Study 1 (N = 299),
endorsement of the binding foundations (loyalty, authority, and purity) was positively associated
with support for revenge, whereas endorsement of the individualizing foundations (harm and
fairness) was negatively associated. Study 2 (N = 852), which focused on a specific case of
sexual assault, revealed a more nuanced pattern: individualizing values were linked to justifying
the victim’s revenge and attributing responsibility to the perpetrator, while binding values were
linked to blaming the victim for engaging in revenge. Together, these findings demonstrate a
novel application of moral foundations theory to the study of retribution, offering new insight
into the moral correlates of when, and for whom, revenge is viewed as legitimate.",2025-09-29,"Binding Values,Individualizing Values,Moral Foundations,Revenge,Victim Blaming",,,"Zhaoquan Wang, Liane Young, Stylianos Syropoulos, Kyle Fiore Law",psyarxiv
E014D-8CB-36E,Facial Expression is Retained in Deep Networks Trained for Face Identification,"Facial expressions distort visual cues for identification in two-dimensional images. Face processing systems in the brain must decouple image-based information from multiple sources to operate in the social world. Deep convolutional neural networks (DCNN) trained for face identification retain identity-irrelevant, image-based information (e.g., viewpoint). We asked whether a DCNN trained for identity also retains expression information that generalizes over viewpoint change. DCNN representations were generated for a controlled dataset containing images of 70 actors posing 7 facial expressions (happy, sad, angry, surprised, fearful, disgusted, neutral), from 5 viewpoints (frontal, 90-degree and 45-degree left and right profiles). Two-dimensional visualizations of the DCNN representations revealed hierarchical groupings by identity, followed by viewpoint, and then by facial expression. Linear discriminant analysis of full-dimensional representations predicted expressions accurately (72% correct for happiness, followed by surprise, disgust, anger, neutral, sad, and fearful at 39%; chance = 14.29%). Expression classification was stable across viewpoints. Representational similarity heatmaps indicated that image similarities within identities varied more by viewpoint than by expression. We conclude that an identity-trained, deep network retains shape-deformable information about expression and viewpoint, along with identity, in a unified form—consistent with a recent hypothesis for ventral visual stream processing.",2020-05-19T16:52:44.997543+00:00,"linear discriminant analysis,deep network,emotion,object recognition,neural network,karolinska,facial expression,computer vision,face recognition,t-sne,expression",,,"ALICE O'TOOLE, Y. Ivette Colón, Carlos D. Castillo",psyarxiv
E00C9-744-B93,Deepfaked online content is highly effective in manipulating people’s attitudes and intentions,"In recent times, disinformation has spread rapidly through social media and news sites, biasing our (moral) judgements of other people and groups. “Deepfakes”, a new type of AI-generated media, represent a powerful new tool for spreading disinformation online. Although Deepfaked images, videos, and audio may appear genuine, they are actually hyper-realistic fabrications that enable one to digitally control what another person says or does. Given the recent emergence of this technology, we set out to examine the psychological impact of Deepfaked online content on viewers. Across seven preregistered studies (N = 2558) we exposed participants to either genuine or Deepfaked content, and then measured its impact on their explicit (self-reported) and implicit (unintentional) attitudes as well as behavioral intentions. Results indicated that Deepfaked videos and audio have a strong psychological impact on the viewer, and are just as effective in biasing their attitudes and intentions as genuine content. Many people are unaware that Deepfaking is possible; find it difficult to detect when they are being exposed to it; and most importantly, neither awareness nor detection serves to protect people from its influence. All preregistrations, data and code available at osf.io/f6ajb.",2021-03-08T21:28:34.047805+00:00,"implicit,disinformation,psychology,deepfake,intentions,attitudes",,,"Rian Hughes, Ciaran Hughes, Sean Hughes, Xinwei Yao, Melissa Ferguson, Ian Hussey, Ohad Fried",psyarxiv
E0203-BD9-6A0,Development and validation of the Beliefs about Revenge Pornography Questionnaire,"Revenge pornography has become an increasingly prominent topic in social and legislative discussions about sexual crime, but has received relatively little attention within psychological research. Here, we leveraged existing theorizing in the area of sexual offending proclivity to systematically develop and validate of a measure of beliefs about revenge pornography. Using a large international community sample (N = 511) we found our ‘Beliefs about Revenge Pornography Questionnaire (BRPQ)’ to be comprised of three underpinning domains: ‘Victims as Responsible’, ‘Sociological Explanations’, and ‘Revenge Pornography as a Sexual Offense’. Concurrent validity is demonstrated through relationships with trait empathy, belief in a just world, dark personality traits, and rape myth acceptance. Randomly dividing the sample, we also show that the BRPQ predicts both revenge pornography proclivity (n = 227) and social judgements of this type of offending (n = 233). Implications and future directions are discussed.",2020-11-28T22:38:34.394099+00:00,"sexual abuse,images based sexual abuse,offense proclivity,scale development,forensic psychology,scale validation,social attitudes,revenge pornography",,,"Lorraine Smith, Dean Fido, Jessie Leach, Neil Daruwala, Craig A. Harper",psyarxiv
E0124-259-44F,"Health, News and Economic Concerns During COVID-19: A Lotka-Volterra Analysis of Google Trends","During the outbreak of a pandemic like COVID-19 it is reasonable to expect a link between the amount of news people consume and how much they worry about their health and economic situation. In this study I exploit Google searches for ""symptoms"", ""unemployment"" and ""news"" as a proxy for how much people are worried about their health and economic situation and the amount of news they consume, respectively. I then use an integrable nonautonomous Lotka-Volterra model to study the interactions among these searches in three U.S. States (Mississippi, Nevada and Utah), the District of Columbia and in the U.S. as a whole. I find that the results are very similar in all areas analyzed, and for different specifications of the model. Prior to the pandemic outbreak the interactions among health worry, economic worry and news consumption are very weak. However, from around the beginning of the pandemic these interactions intensify greatly, and unemployment predates searches for news and for symptoms. Conversely, news and symptoms proceed in mutualism. I carry out the analysis with and without mediators like porn and alcoholic drink to ensure that the results remain robust.",2020-05-10T00:29:45.449864+00:00,"news,symptoms,alcohol,unemployment,porn,covid-19,lotka-volterra",,,Chiara Sotis,psyarxiv
E005F-432-924,"How deepfake quality, media literacy, and personal attitudes shape detection, liking, and social media sharing of political deepfakes","The increasing realism and accessibility of political deepfakes pose serious risks to democratic discourse by blurring the line between authentic and manipulated media. The present study examined how deepfake quality, media literacy, and attitudes toward the person depicted in the video shape individuals’ ability to detect political deepfakes, their emotional responses (liking), and behavioral intentions (social media sharing). A total of 1,124 participants from the United Kingdom, Slovenia, and Italy viewed manipulated videos about climate change and immigration that varied in quality. The results showed that high-quality deepfakes were less likely to be detected and received more positive evaluations than low-quality ones. In contrast, quality did not significantly influence sharing intention. Media literacy and attitudes toward the person in the video emerged as strong predictors across outcomes; higher media literacy improved detection and reduced liking and sharing, while more positive attitudes decreased detection and increased both liking and sharing. Mediation analyses demonstrated that liking partially mediated the link between detection and sharing intention. Furthermore, moderated mediation models revealed that this indirect effect was stronger among individuals with high media literacy (for climate change videos) and favorable attitudes toward the video’s subject (for both topics). Overall, the study highlights the need for interventions that address not only detection skills but also emotional and motivational susceptibility to persuasive synthetic media. Enhancing media literacy and implementing platform-level friction mechanisms may help curb the spread of political deepfakes online.",2025-05-19,"attitudes,deepfake,detection,liking,media literacy,quality,sharing",,,"Urška Smrke, Michele Brienza, Nejc Plohl, Izidor Mlakar, Letizia Aquilino, Piercosma Bisconti",psyarxiv
E0164-77F-86D,Mindfulness-based relapse prevention trial for compulsive sexual behaviour disorder,"Background and aims: Compulsive sexual behaviour disorder (CSBD) is a medical condition that can impair social and occupational functioning and lead to severe distress. To date, treatment effectiveness studies of CSBD are under-developed; typically, treatment for CSBD is based on guidelines for substance or other behavioural addictions. Mindfulness-based relapse prevention (MBRP) is an evidence-based treatment for substance addiction aimed at, among other things, reducing craving and negative affect—i.e. processes that are implicated in the maintenance of problematic sexual behaviours. However, to our knowledge no prior research has been published evaluating mindfulness-based intervention in the treatment of CSBD, except two clinical case reports. Therefore, the aim of the current preliminary research was to examine whether MBRP can lead to clinical improvement in CSBD. Methods: Participants were 13 adult males with a diagnosis of CSBD. Before and after the eight-week MBRP intervention, participants completed a booklet of questionnaires including measurements of porn viewing, masturbation and emotional distress. Results: As expected, we found that after MBRP participants spent significantly less time engaging in problematic pornography use and exhibited a decrease in anxiety, depression and obsessive-compulsive symptoms. Discussion and Conclusions: The findings indicate that MBRP could be beneficial for CSBD individuals. Further clinical effectiveness studies with bigger sample sizes, delayed post-training measurements and randomised control trial design are warranted. In conclusion, MBRP leads to a decrease in time spent watching porn and a decrease in emotional distress in CSBD patients.",2020-03-23T23:32:24.192212+00:00,"csbd,addiction,mindfulness-based relapse prevention,mbrp,porn addiction,mindfulness",,,"Pawel Holas, Karol Lewczuk, Małgorzata Draps, Ewelina Kowalewska, Mateusz Gola",psyarxiv
E001C-1FF-3E1,Labeling Synthetic Content: User Perceptions of Warning Label Designs for AI-generated Content on Social Media,"In this research, we explored the efficacy of various warning label designs for AI-generated content on social media platforms—e.g., deepfakes. We devised and assessed ten distinct label design samples that varied across the dimensions of sentiment, color/iconography, positioning, and level of detail. Our experimental study involved 911 participants randomly assigned to these ten label designs and a control group evaluating social media content. We explored their perceptions relating to 1) Belief in the content being AI-generated, 2) Trust in the labels and 3) Social Media engagement perceptions of the content. The results demonstrate that the presence of labels had a significant effect on the user’s belief that the content is AI-generated, deepfake, or edited by AI. However their trust in the label significantly varied based on the label design. Notably, having labels did not significantly change their engagement behaviors, such as ’like’, comment, and sharing. However, there were significant differences in engagement based on content type: political and entertainment. This investigation contributes to the field of human-computer interaction by defining a design space for label implementation and providing empirical support for the strategic use of labels to mitigate the risks associated with synthetically generated media.",2025-02-20T11:57:42.989521+00:00,"warning labels,content labels,#ai content,deepfake images,deepfakes",,,"Arosha Bandara, Dilki, Dilrukshi Gamage, Min Zhang",psyarxiv
E012C-265-A3B,Direct versus image-based digit ratio (2D:4D) measurement compared: Performance indicators and associations with candidate traits,"Direct vs computer-assisted image-based measurements of the second-to-fourth digit ratio (2D:4D), a widely studied assumed negative correlate of prenatal testosterone, were compared in a sample of 96 men. Both methods yielded comparable associations of 2D:4D with a range of sexually differentiated personality measures, including the Big Five, aggression, hypermasculinity, and self-esteem (partly additionally assessed with implicit tasks and peer-ratings complementing the self-report measures). Directly ascertained 2D:4D was significantly less precisely measurable and significantly higher than 2D:4D ascertained from images by the same observers. In particular, measurement method impacted fingers differentially: directly measured index vs ring fingers were 1% vs 2% shorter, thereby yielding higher 2D:4D than when measured from images. Finger differences in fingertip size have been hypothesized to account for such discrepancies. However, fingertip size is unrelated to 2D:4D. Alternatively, diminished finger extensibility in supinated hand position (when taking direct measurements), as compared with finger extensibility in pronated hand position (when taking palmar-view hand images), might account for these observations. For anatomical reasons, this effect should be stronger for ring fingers than for index fingers and moreover should increase with age. The present data supported this novel hypothesis for explaining measurement-dependent differences in 2D:4D.",2021-02-01T14:12:48.370783+00:00,"intraclass correlation (icc),measurement differences,hand anatomy,self-rating,interobserver repeatability,measurement,personality,self-esteem,self-report measures,measurement methods,androgens,peer-rating,big five,digit ratio (2d:4d),measurement agreement,sex differences,prenatal testosterone,initial preference task (ipt),hypermasculinity,aggression,measurement concordance,social desirability,implicit association test (iat),fingers,reliability,implicit measures",,,"Martin Voracek, Carmen Kreutzer, Daniela Gabler, Stefan Stieger",psyarxiv
E015A-0D6-7CB,Addiction or Transgression? Moral Incongruence and Self-Reported Problematic Pornography Use in a Nationally Representative Sample,"pornography use may qualify for the new diagnosis of Compulsive Sexual Behavior Disorder (CSBD) in the forthcoming ICD-11. There is also evidence, however, that moral incongruence (i.e., a misalignment of moral beliefs about sexual behavior and actual sexual behavior) may inflate self-reports of problems associated with pornography use. Prior work suggests religiousness may drive such moral incongruence. Using a large sample matched to U.S. representative norms (Total: N=2,519; past-year pornography users: N=1,424, 66.4% men), the present work examined the interaction between pornography use and religiousness in predicting self-reported addiction to pornography. Results indicated that religiousness moderated the association between pornography use and self-reported addiction so that, despite a negative association between religiousness and use, at higher levels of religiousness, pornography use was more strongly related to self-reports of addiction.",2020-06-10T18:44:18.683945+00:00,"compulsive sexual behavior,hypersexual behavior,hypersexuality,porn addiction,sexual compulsivity,pornography,sex addiction",,,"Brinna N. Lee, Joshua B. Grubbs, Samuel Perry, Camille Hoagland, Shane W Kraus",psyarxiv
E01BC-DB6-E6C,Conspiracy Believers Underuse Social Information (Like Everyone Else),"Conspiracy believers often claim to be critical thinkers doing their “own research” instead of relying on others’ testimony. In two preregistered behavioral studies conducted in the UK and Pakistan (Nparticipants = 864, Ntrials = 5408) we test if conspiracy believers have a general tendency to discount social information (in favor of their own opinions and intuitions). We found that conspiracy mentality is not associated with social information use in text-based (Study 1) and image-based (Study 2) advice-taking tasks. Yet, we found discrepancies between self-reported and actual social information use. Conspiracy believers were more likely to report relying less on social information than actually relying less on social information in the behavioral tasks. Our results suggest that the skepticism of conspiracy believers towards epistemic authorities is unlikely to be the manifestation of a generalized distrustful mindset. Conspiracy believers may be more permeable to social influence than they sometimes claim.",2022-09-26T11:43:01.416504+00:00,"conformity,egocentric discounting,epistemic individualism,conspiracy mentality,advice taking,social information",,,"Céline Schöpfer, Sacha Altay, Frédéric Tomas, Waqas Ejaz, Kenzo Nera",psyarxiv
E015D-263-C4E,Fit-for-Purpose Creativity Assessment: Automatic scoring of the Test of Creative Thinking - Drawing Production (TCT-DP),"Creativity is now universally recognized as an essential, 21st century competency. However, there are many practical barriers to the development of creativity in schools, universities and workplaces. Chief among these is a problem of the fitness-for-purpose of creativity assessments. Highly valid and reliable creativity tests, necessary to support the development of individual creativity, are typically slow and labor-intensive to administer and score. However, recent advances in machine learning are opening up solutions to the fitness-for-purpose problem, across a range of different modes (e.g., verbal and figural) of testing. This paper describes the development of a large, image-based, multi-label classification model capable of automatically scoring the figural Test of Creative Thinking – Drawing Production (TCT-DP) with accuracies comparable to those of typical human raters. The growth of this, and similar machine learning models, promises to transform the development of creativity in education, offering rapid, accurate and cost-effective assessments that can be seamlessly integrated into teaching and learning.",2023-09-07T02:09:36.181443+00:00,"classification,machine learning,artificial intelligence,creativity,assessment,fitness for purpose",,,"David H Cropley, Sven Mathijssen, Rebecca L Marrone, Caroline Theurer",psyarxiv
E019C-B1C-E2E,"Misogyny, Violent Extremism and Interpersonal Violence: Examining the Mediating and Contingent Effects of Revenge Motivation, Hypermasculinity, Collective Narcissism and Group Threats","The growing evidence base of risk factors for violent extremism demonstrates overlaps with parallel problem areas like domestic violence, mass murder, and stalking. Yet, empirical research examining the overlap among these domains is limited. The present analysis aims to address the lack of empirical research on the relationship between misogyny, violent extremism, and interpersonal violence by conducting survey-based analyses employing a newly developed and validated psychometric scale to measure misogyny. Based on a UK nationally representative survey (n = 1500), we examine the underlying mechanisms and contingent effects linking misogyny to violent extremism and interpersonal violence. We investigate how misogyny, frustrated narcissistic entitlement, and group threats among men translate into revenge motivation and hypermasculinity and thus, may increase violent extremist intentions and attitudes, as well as justification of and willingness to engage in interpersonal violence. The results show that misogyny predicts violent extremist attitudes and intentions as well as increased support for and willingness to engage in interpersonal violence via revenge planning and hypermasculinity, particularly among men who experience frustrated narcissistic entitlement and greater threats to the ingroup. Among women, misogyny is not associated with violent extremist attitudes or intentions but is associated with increased support for and readiness to use violence. Our findings have important practical implications as we provide evidence which articulates when and for whom misogyny may be a risk factor for violent extremism and interpersonal violence. Establishing the relevance of misogyny as a risk factor for (extremist) violence may provide evidence for more targeted prevention and intervention programs.",2021-08-13T17:20:18.984355+00:00,"collective narcissism,hypermasculinity,group threats,misogyny,violent extremism,terrorism,revenge motivation",,,"Caitlin Clemmow, Bettina Rottweiler, Paul Gill",psyarxiv
E008F-EA7-7CE,Bayesian Meta-analysis of fMRI Image Data,"We composed an R-based script for Image-based Bayesian random-effect meta-analysis of previous fMRI studies. It meta-analyzes second-level test results of the studies and calculates Bayes Factors indicating whether the effect in each voxel is significantly different from zero. We compared results from Bayesian and classical meta-analyses by examining the overlap between the result from each method and that created by NeuroSynth as the target. As an example, we analyzed previous fMRI studies focusing on working memory extracted from NeuroSynth. The result from our Bayesian method showed a greater overlap than the classical method. In addition, Bayes Factors proved a better way to examine whether the evidence supported hypotheses than p-values. Given these, Bayesian meta-analysis provides neuroscientists with a better meta-analysis method for fMRI studies given the improved overlap with the NeuroSynth result and the practical and epistemological value of Bayes Factors that can directly test presence of an effect.",2018-11-14T01:31:13.662495+00:00,"meta-analysis,bayesian inference,fmri,p-value,bayesian random-effect meta-analysis,bayes factors",,,"Joonsuk Park, Hyemin Han",psyarxiv
E0153-ACC-2E6,Are we overclaiming the Psychosocial Impacts of Misinformation? A Systematic Review of Evidence,"Misinformation, or what we call ‘Technologically manipulated information’ (TMI), has a long history of shaping people's social lives. Research in this area has spiked recently, especially after the COVID-19 pandemic. With technological advancement, the ease of manipulating information, as in ‘deep fake,’ and its quick dissemination over social media has caused a stir among researchers. ’ However, in the relevant literature, a general assumption is repeatedly observed that misinformation and TMI lead to negative psychosocial impacts. The present review systematically analyzes the empirical evidence available in the research literature for the negative impact of misinformation. The aim is to gather proof for this commonly held belief about the impact and identify the gaps in the literature, if any.",2023-07-06T03:45:14.343020+00:00,"misinformation,ai,social networking sites,covid 19,psychosocial impact,and deepfakes",,,Ankita Sharma,psyarxiv
E021F-3BF-A07,Objecting to consensual experiments even while approving of nonconsensual imposition of the policies they contain,"In previous survey studies using decision-making vignettes in which respondents rated and ranked the appropriateness of universally implementing one intervention for all relevant people (A), universally implementing another intervention (B), or conducting an experiment (or A/B test) to compare these interventions before implementing the superior one, we have found that people are often averse to the A/B test, even when they approve of implementing either of the interventions the experiment contains (Meyer et al., 2019, Heck et al., 2020). However, these vignettes did not say explicitly whether or not consent to the A/B test—or to universal imposition of either A or B, untested—would be obtained. In a preregistered analysis, when we asked respondents in four of our previous survey experiments to explain their ratings, 18% of those who rated the A/B test commented negatively on the apparent lack of consent, compared to fewer than 1% of participants who rated the A or B conditions offering the same objection (Meyer et al., 2019). Because implementing A and implementing B, collectively, entail imposing the same risks on people as conducting an A/B test, this contrast is puzzling. Moreover, pragmatic trials of the sort our vignettes describe are often not feasible to conduct with consent; as a result, IRBs often waive the default requirement of consent and ethicists have also argued that consent to research is not always required. Here, in three studies using previous materials, we test the effect on experiment aversion (Heck et al., 2020; cf. Mislavsky et al., 2019) and the A/B effect (Meyer et al., 2019) of stipulating that consent to the A/B test either will or will not be obtained. In both vignettes we test, we find that negative sentiments towards experiments persist even when it is explicitly stated that consent will be obtained. While these negative sentiments are substantially reduced when consent is present (compared to when consent is absent or not mentioned), significant experiment aversion and A/B effects remain: 29–31% of participants were averse to the experiment and 32–39% ranked it as the worst decision the agent could make—even when consent would be obtained from everyone involved in the A/B test and from no one involved in either policy imposition.",2023-03-31T21:08:31.681810+00:00,"informed consent,pragmatic trial,field experiment,research ethics,experiment,trial,rct,a/b effect,consent,experiment aversion",,,"Randi L. Vogt, Michelle Meyer, Christopher F. Chabris, Rebecca Mestechkin",psyarxiv
E003A-15E-65B,"Further Examinations of Attitudes Toward Discrete Emotions, with a Focus on Attitudes toward Anger","The present research aimed to better understand individual differences in attitudes towards emotions with a focus on anger. We report findings of four studies conducted with American and Polish individuals. Results showed that individuals who have more positive attitudes toward anger are higher in trait anger (Studies 1- 4), are more likely to think about getting revenge (Study 1), and expect that getting revenge will make them feel good (Studies 1 - 2). In addition, these individuals are lower in agreeableness and lower in the tendency to engage in avoidance when angered (Studies 1 - 4). They score lower in humility (Studies 3 - 4), lower in secure romantic attachment but higher in anxious and avoidance attachment (Study 3). Finally, they are more likely to believe a wide range of conspiracies (Studies 2 - 4). Discussion focuses on the implications of these results.",2022-11-13T23:37:54.719617+00:00,"anger,humility,conspiracy beliefs,attitudes",,,"Kinga Szymaniak, Sylvia Harmon-Jones, Eddie Harmon-Jones",psyarxiv
E0066-685-5AF,"Further Examinations of Attitudes Toward Discrete Emotions, with a Focus on Attitudes Toward Anger","The present research aimed to better understand individual differences in attitudes towards emotions with a focus on anger. We report findings of four studies conducted with American and Polish individuals. Results showed that individuals who have more positive attitudes toward anger are higher in trait anger (Studies 1- 4), are more likely to think about getting revenge (Study 1), and expect that getting revenge will make them feel good (Studies 1 - 2). In addition, these individuals are lower in agreeableness and lower in the tendency to engage in avoidance when angered (Studies 1 - 4). They score lower in humility (Studies 3 - 4), lower in secure romantic attachment but higher in anxious and avoidance attachment (Study 3). Finally, they are more likely to believe a wide range of conspiracies (Studies 2 - 4). Discussion focuses on the implications of these results.",2022-11-15T21:14:58.078601+00:00,"conspiracy beliefs,attitudes,attachment,meta-emotion,avoidance,humility,anger",,,"Eddie Harmon-Jones, Kinga Szymaniak, Sylvia Harmon-Jones",psyarxiv
E01DD-770-81D,Enhancing Human Detection of Real and AI-Generated Hyperrealistic Faces,"Recent advancements in generative artificial intelligence (AI) technologies have prompted concerns about the proliferation of deepfake content—synthetic images, audio, and videos—online. StyleGan2, a powerful generative adversarial network architecture, can generate synthetic images of human faces that appear more realistic than actual human faces—a phenomenon termed AI hyperrealism. Across four preregistered experiments (total N = 661), we tested whether a novel behavioral intervention, termed DISCERN-AI, improved people’s ability to discriminate between real and synthetic StyleGan2 images. DISCERN-AI combines instructions about which visual features are diagnostic for classifying real and synthetic images with an inductive learning training protocol. In Experiment 1, participants completed a pre-test, DISCERN-AI, and a post-test. In Experiment 2, participants underwent DISCERN-AI or a control task before completing a post-test. In Experiments 3A and 3B, participants completed a shortened version of the intervention or control task, followed by an immediate post-test and a second post-test after 20 days. In all experiments, participants showed below-chance discrimination performance (AI hyperrealism) in the pre-test and control conditions. After completing DISCERN-AI, however, participants consistently showed above-chance discrimination performance, even when tested after 20 days. Together, the results provide support for an easily scalable intervention that substantially improves people’s ability to discriminate between real and synthetic StyleGan2 images.",2025-02-27T19:03:39.270656+00:00,"face perception,deepfake detection,ai hyperrealism,generative ai,artificial intelligence (ai),roc analysis",,,"Philip Anthony Higham, Mansi Pattni, Tina Seabrooke",psyarxiv
E0192-5D5-B65,Outrage Fatigue? Cognitive Costs and Decisions to Blame,"Across nine studies (N=1,672), we assessed the link between cognitive costs and the choice to express outrage by blaming. We developed the Blame Selection Task, a binary free-choice paradigm that examines the propensity to blame transgressors (versus an alternative choice)—either before or after reading vignettes and viewing images of moral transgressions. We hypothesized that participants’ choice to blame wrongdoers would negatively relate to how cognitively inefficacious, effortful, and aversive blaming feels (compared to the alternative choice). With vignettes, participants approached blaming and reported that blaming felt more efficacious. With images, participants avoided blaming and reported that blaming felt more inefficacious, effortful, and aversive. Blame choice was greater for vignette-based transgressions than image-based transgressions. Blame choice was positively related to moral personality constructs, blame-related social-norms, and perceived efficacy of blaming, and inversely related to perceived effort and aversiveness of blaming. The BST is a valid behavioral index of blame propensity, and choosing to blame is linked to its cognitive costs.",2021-11-30T07:23:43.161744+00:00,"blame,effort,moral outrage,choice,efficacy",,,"Daryl Cameron, Veerpal Bambrah, Michael Inzlicht",psyarxiv
E0136-C57-BCB,The visual information available in virtual reality,"Perception in virtual reality is often compared to the perception of pictures. There are, however, important differences. A virtual reality environment, unlike a picture, is interactive and immersive. These properties give rise to novel theoretical challenges. Building on James J. Gibson's analysis of the perception of depictions, we raise three questions about perception in virtual reality, to which we offer tentative answers: 1) Is virtual reality a kind of picture perception? Answer: No. A virtual reality headset is better understood not as an image-based display but as a pair of electronic spectacles that allow the wearer to sample a simulated ambient optic array. 2) Who creates the information in virtual reality? Answer: The information is a joint creation of hardware developers, software engineers, and the observer. The observer is a co-creator of the information that they detect. 3) Are there affordances in virtual reality? Answer: Yes, but there are limitations on what a given virtual reality environment can provide to its users, resulting from the details of how the environment is implemented. An accurate understanding of the perceptual information available in virtual reality may contribute to current philosophical debates on the nature of experience in virtual reality.",2024-02-22T13:27:47.531541+00:00,"affordances,video games,ecological film theory,virtual reality,ecological optics,ecological psychology,picture perception",,,"Edward Baggs, Paweł Grabarczyk, Zuzanna Rucińska",psyarxiv
E0025-7C6-D68,Multimodal prior knowledge determines false memory formation,"Memory formation is a complex phenomenon shaped by various experiential traces, yet their exact contributions remain unclear. This study investigates the generation of false memories leveraging different data-driven computational models to independently quantify language-based and vision-based experiential knowledge, as extracted from large-scale databases consisting of 639 billion words and 15 million images, respectively. We then tested the effects of these knowledge sources in two false-memory experiments, one employing images and the other words as stimuli. Our findings unveil both modality-independent and modality-dependent processes in the formation of memory traces. Indeed, we observed a contribution of both prior visual and linguistic knowledge regardless of the types of stimuli to be memorised. However, the extent of this contribution differed as a function of the modality tested: visual prior knowledge is more influential in image-based tasks, while linguistic prior knowledge dominates in word-based tasks. This dual and modality-dependent contribution underscores the adaptive nature of memory processes, revealing the dynamic integration of diverse experiential traces in false memory formation.",2025-08-28,"Deese-Roediger-McDermott,False Memory Generator,False memories,language-based similarity,multimodal prior knowledge,vector-based models,vision-based similarity",,,"Daniele Gatti, Marco Marelli, Luca Rinaldi, Francesca Rodio, Marco Alessandro Petilli",psyarxiv
E022B-670-C57,The Social Media Use Scale: Development and Validation,"Social media (SM) use has been primarily operationalized as frequency of use or as passive versus active use. We hypothesize that these constructs have shown mixed associations with psychological constructs because the factor structure underlying social media use (SMU) has not been fully identified. We conducted three studies with college students. In Study 1 (N=176), we collected data about participants’ SMU, informing item generation. In Study 2 (N=311), we tested two factor structures: (1) passive, active social, and active non-social and (2) a hypothesized four-factor structure. Neither confirmatory model produced acceptable fits, but an exploratory factor analysis suggested a four-factor model: Belief-based, consumption-based, image-based, and comparison-based SMU. This four-factor structure was supported in Study 3 (N=397), which was preregistered, via a confirmatory factor analysis. The subscale items showed good internal consistencies, and evidence is presented for convergent validity. These factors represent a novel classification of people’s SMU that can be measured with the Social Media Use Scale.",2023-05-02T00:16:56.206825+00:00,"questionnaire,measure,scale,social media,social media types,social networking sites",,,"Alison Tuck, Renee Thompson",psyarxiv
